spanish,english
Estará listo.,It'll be ready.
Es navidad.,It's Christmas.
Está bien llorar.,It's OK to cry.
Es el auto de Tom.,It's Tom's car.
Es la tarea de Tom.,It's Tom's job.
Es el trabajo de Tom.,It's Tom's job.
Es el deber de Tom.,It's Tom's job.
Es miércoles.,It's Wednesday.
Estamos a miércoles.,It's Wednesday.
Es un clásico.,It's a classic.
Ese es un clásico.,It's a classic.
Es un reclamo.,It's a gimmick.
Es un error.,It's a mistake.
Es un nuevo día.,It's a new day.
Ese es un problema.,It's a problem.
Es un problema.,It's a problem.
Es todo tuyo.,It's all yours.
Es una excusa.,It's an excuse.
Es un insulto.,It's an insult.
Es superior a mí.,It's beyond me.
Me supera.,It's beyond me.
Es delicioso.,It's delicious.
Es diferente.,It's different.
Hoy hace calor.,It's hot today.
Está haciendo calor hoy.,It's hot today.
Es idéntico.,It's identical.
Es importante.,It's important.
No es ningún secreto.,It's no secret.
No es barato.,It's not cheap.
No está limpio.,It's not clean.
No está limpia.,It's not clean.
No es gracioso.,It's not funny.
No es divertido.,It's not funny.
No es raro.,It's not weird.
Es culpa nuestra.,It's our fault.
Ahora está listo.,It's ready now.
Es redundante.,It's redundant.
Es la hora pico.,It's rush hour.
Aquí estamos seguros.,It's safe here.
Es su trabajo.,It's their job.
Ahora está ahí.,It's there now.
Es este libro.,It's this book.
Es demasiado temprano.,It's too early.
Es demasiado pesado.,It's too heavy.
Es demasiado grande.,It's too large.
Hay demasiada calma.,It's too quiet.
Es demasiado arriesgado.,It's too risky.
Es muy corto.,It's too short.
Es muy pequeño.,It's too small.
Depende de ti.,It's up to you.
Es tu decisión.,It's up to you.
Tú decides.,It's up to you.
Está muy oscuro.,It's very dark.
Está muy bien.,It's very good.
Es muy bueno.,It's very good.
Es muy tarde.,It's very late.
Es muy lento.,It's very slow.
Está vibrando.,It's vibrating.
Está bien hecho.,It's well done.
Está hecho bien.,It's well done.
Es lo que soy.,It's what I am.
¡Es maravilloso!,It's wonderful!
Es tu libro.,It's your book.
Es tu deber.,It's your duty.
Es tu vida.,It's your life.
Es tu turno.,It's your move.
Es tu movida.,It's your move.
Te toca a ti.,It's your move.
Es tu turno.,It's your turn.
Te toca a ti.,It's your turn.
Tan solo sígueme.,Just follow me.
Olvídalo ya.,Just forget it.
Simplemente hazlo.,Just go for it.
Limítate a hacerlo.,Just go for it.
Hazlo y punto.,Just go for it.
Hazlo y ya.,Just go for it.
Déjame irme.,Just let me go.
Llévalo contigo.,Keep it on you.
Consérvalo contigo.,Keep it on you.
Permanezca a la escucha.,Keep listening.
Sigue intentando.,Keep on trying.
Siga intentando.,Keep on trying.
Sigue buscando.,Keep searching.
Los niños son crueles.,Kids are cruel.
Inclínate más cerca.,Lean in closer.
Déjelo ahí.,Leave it there.
Déjamelo a mí.,Leave it to me.
¡Déjame en paz!,Leave me alone!
¡Déjame sola!,Leave me alone!
¡Dejame en paz!,Leave me alone!
Déjame solo.,Leave me alone!
¡Déjame sola!,Leave me alone.
Déjame solo.,Leave me alone.
Déjeme sola.,Leave me alone.
Sal de la sala.,Leave the room.
Sal de la habitación.,Leave the room.
Salí de la habitación.,Leave the room.
Sal mañana.,Leave tomorrow.
Vete mañana.,Leave tomorrow.
Idos mañana.,Leave tomorrow.
Váyanse mañana.,Leave tomorrow.
Váyase mañana.,Leave tomorrow.
Déjanos solos.,Leave us alone.
Déjanos solas.,Leave us alone.
Dame una mano.,Lend me a hand.
Préstame una mano.,Lend me a hand.
Deja que responda Tom.,Let Tom answer.
Deja terminar a Tom.,Let Tom finish.
Déjame entrar.,Let me back in.
Déjame entrar otra vez.,Let me back in.
Déjame entrar.,Let me come in.
Déjame hacer esto.,Let me do this.
Déjeme hacer esto.,Let me do this.
Déjame explicar.,Let me explain.
Déjame sentirlo.,Let me feel it.
Deja que lo sienta.,Let me feel it.
Déjame oírlo.,Let me hear it.
Déjalos pelear.,Let them fight.
Déjanos irnos a casa.,Let us go home.
Seamos valientes.,Let's be brave.
Seamos felices.,Let's be happy.
Continuemos.,Let's continue.
Comamos aquí.,Let's eat here.
Averigüémoslo.,Let's find out.
Cada uno pagará lo suyo.,Let's go Dutch.
Esperemos que no.,Let's hope not.
Apurémonos.,Let's hurry up.
Comamos y ya.,Let's just eat.
Juguemos a la tiña.,Let's play tag.
Practiquemos.,Let's practice.
Sentémonos.,Let's sit down.
Levantémonos.,Let's stand up.
Veamos la televisión.,Let's watch TV.
La vida es injusta.,Life is unfair.
Escucha atentamente.,Listen closely.
¡Escucha esto!,Listen to this!
Escuchá esto.,Listen to this.
Escuche esto.,Listen to this.
Vive y aprende.,Live and learn.
Viví y aprendé.,Live and learn.
"Más fuerte, por favor.","Louder, please."
El almuerzo está preparado.,Lunch is ready.
Mentir está mal.,Lying is wrong.
Lynn corre rápido.,Lynn runs fast.
Haz que suceda.,Make it happen.
Hazlo más grande.,Make it larger.
Simplifica.,Make it simple.
Te toca a ti.,Make your move.
Mueve tú.,Make your move.
Mueves tú.,Make your move.
Muchos peces murieron.,Many fish died.
Mary te quiere.,Mary likes you.
¿Puedo comerme esto?,May I eat this?
¿Puedo acompañarle?,May I join you?
¿Puedo acompañarles?,May I join you?
¿Puedo unírmeles?,May I join you?
¿Puedo besarte?,May I kiss you?
¿Me puedo sentar?,May I sit down?
¿Puedo sentarme aquí?,May I sit here?
¿Puedo usar esto?,May I use this?
Los hombres son avariciosos.,Men are greedy.
Dinero es poder.,Money is power.
Se necesita más.,More is needed.
Muévase ya.,Move along now.
Lo hizo mi hermano.,My brother did.
Mi escritorio es viejo.,My desk is old.
Mi perro mordió a Tom.,My dog bit Tom.
Me duele el corazón.,My heart hurts.
Mi mandíbula me duele.,My jaw is sore.
Me duelen las articulaciones.,My joints ache.
Mi nombre es Tom.,My name is Tom.
Me llamo Tom.,My name is Tom.
Me pica la nariz.,My nose itches.
Tengo comezón en la nariz.,My nose itches.
Me duele mi estomago.,My tummy hurts.
Mi esposa está loca.,My wife is mad.
Nunca digas eso.,Never say that.
No hay nadie en casa.,No one is home.
Nadie lo sabía.,No one knew it.
Nadie se rió.,No one laughed.
Nadie gritó.,No one shouted.
Nadie me lo dijo.,No one told me.
Nadie me lastimó.,Nobody hurt me.
Nadie se rió.,Nobody laughed.
Nadie escucha.,Nobody listens.
Nadie es feliz.,Nobody's happy.
Nada es gratis.,Nothing's free.
Ahora me siento mal.,Now I feel bad.
Ahora sé por qué.,Now I know why.
Ahora recuerdo.,Now I remember.
Ahora me acuerdo.,Now I remember.
Ahora ten paciencia.,Now be patient.
Sólo Dios lo sabe.,Only God knows.
Sólo Dios sabe.,Only God knows.
Solo Tom sabe.,Only Tom knows.
Abre la trampilla.,Open the hatch.
Abre los ojos.,Open your eyes.
Haz tus maletas.,Pack your bags.
Hagan sus maletas.,Pack your bags.
Gusto a la gente.,People like me.
La gente me adora.,People like me.
Caigo bien a la gente.,People like me.
"Pase adentro, por favor.",Please come in.
Por favor entre.,Please come in.
"Por favor, hágalo.",Please do that.
"Váyase, por favor.",Please go away.
"Por favor, ayúdeme.",Please help me.
"Por favor, aguarda.",Please hold on.
"Por favor, espere.",Please hold on.
"Por favor, agárrate fuerte.",Please hold on.
"Ábrelo, por favor.",Please open it.
"Por favor, di que sí.",Please say yes.
"Por favor, diga que sí.",Please say yes.
"Por favor, digan que sí.",Please say yes.
"Por favor, decí que sí.",Please say yes.
"Cállate, por favor.",Please shut up.
"Dime, por favor.",Please tell me.
"Díganme, por favor.",Please tell me.
"Por favor, pruebe uno.",Please try one.
"Despiértese, por favor.",Please wake up.
¡Prepárate a morir!,Prepare to die.
Los precios subieron.,Prices went up.
Demuéstramelo.,Prove it to me.
Lee el contador.,Read the meter.
Lee este libro.,Read this book.
Leed este libro.,Read this book.
Lee tu libro.,Read your book.
Lean su libro.,Read your book.
Resérvame un asiento.,Save me a seat.
Guárdame un asiento.,Save me a seat.
Habla claramente.,Say it clearly.
Hable claramente.,Say it clearly.
Dilo claramente.,Say it clearly.
Repítelo.,Say that again.
Te veo el lunes.,See you Monday.
Te veo por ahí.,See you around.
Envíame la cuenta.,Send me a bill.
¿Empezamos?,Shall we begin?
¿Comenzamos?,Shall we begin?
¿Quiere bailar?,Shall we dance?
¿Bailamos?,Shall we dance?
¿Vamos a bailar?,Shall we dance?
Ella lo adora.,She adores him.
Ella lo llamó.,She called him.
Ella vino sola.,She came alone.
No sabe nadar.,She can't swim.
Ella lo ahorcó.,She choked him.
Ella lo estranguló.,She choked him.
Ella cocina bien.,She cooks well.
Ella le dejó.,She dumped him.
Ella le engañó.,She fooled him.
Ella dio dinero.,She gave money.
La cogieron.,She got caught.
Ella cultivó rosas.,She grew roses.
Ella tiene una bicicleta.,She has a bike.
Tiene un libro.,She has a book.
Ella le ayudó.,She helped him.
Ella le abrazó.,She hugged him.
Ella es una enfermera.,She is a nurse.
Ella es torpe.,She is awkward.
Está a dieta.,She is dieting.
Ella está afuera ahora.,She is out now.
Ella está hablando.,She is talking.
Ella está caminando.,She is walking.
Ella no es pobre.,She isn't poor.
Ella se quedó quieta.,She kept quiet.
Ella lo pateó.,She kicked him.
Ella lo besó.,She kissed him.
Ella le besó.,She kissed him.
Ella parecía enferma.,She looked ill.
Ella se veía triste.,She looked sad.
Ella parecía triste.,She looked sad.
Ella adora los gatos.,She loves cats.
Ella ama a los gatos.,She loves cats.
Ella adora a los gatos.,She loves cats.
Puede que venga.,She might come.
Ella podría venir.,She might come.
Ella lo extraña.,She misses him.
Ella necesita esto.,She needs this.
Ella se ve adinerada.,She seems rich.
Ella disparó un arma.,She shot a gun.
Ella canta bien.,She sings well.
Ella huele mal.,She smells bad.
Ella le provocaba.,She teased him.
Ella confía en él.,She trusts him.
Ella teclea bien.,She types well.
Estaba llorando.,She was crying.
Ella se quedó ciega.,She went blind.
Se quedó ciega.,She went blind.
Ella trabaja duro.,She works hard.
Es canadiense.,She's Canadian.
Ella es canadiense.,She's Canadian.
Ella es una belleza.,She's a beauty.
Ella es adorable.,She's adorable.
Es un ángel.,She's an angel.
Ella está demente.,She's demented.
Es inocente.,She's innocent.
Ella no está aquí.,She's not here.
Ella está embarazada.,She's pregnant.
Ella es cabezota.,She's stubborn.
Ella es testaruda.,She's stubborn.
¿Debería cerrar?,Should I close?
Apareció humo.,Smoke appeared.
Fumar apesta.,Smoking stinks.
Ha llamado alguien.,Someone called.
Llegó la primavera.,Spring is here.
La primavera llegó.,Spring is here.
Empieza a contar.,Start counting.
Dejen de chismorrear.,Stop gossiping.
Dejen de copuchar.,Stop gossiping.
Deja de refunfuñar.,Stop grumbling.
Deja de quejarte.,Stop grumbling.
¡Deja de resistirte!,Stop resisting!
Deja de chillar.,Stop screaming.
El azúcar es dulce.,Sugar is sweet.
El verano terminó.,Summer is over.
El verano se ha ido.,Summer is over.
Llévaselo a Tom.,Take it to Tom.
Devuélvelo.,Take that back.
Llevátelo otra vez.,Take that back.
Díselo a todos.,Tell everybody.
Decí la verdad.,Tell the truth.
Di la verdad.,Tell the truth.
Digan la verdad.,Tell the truth.
Decid la verdad.,Tell the truth.
Contanos un chiste.,Tell us a joke.
Cuéntanos un chiste.,Tell us a joke.
Ese es un bote.,That is a boat.
Ese es un barco.,That is a ship.
Ese es mi perro.,That is my dog.
Ese no es Tom.,That isn't Tom.
Era mentira.,That was a lie.
Estuvo cerca.,That was close.
Eso estuvo genial.,That was great.
Eso fue aspero.,That was harsh.
Eso fue magia.,That was magic.
Eso fue mágico.,That was magic.
Eso salió bien.,That went well.
Eso será todo.,That'll be all.
Cambiará.,That'll change.
Eso cambiará.,That'll change.
Eso es una farsa.,That's a farce.
¡Eso es increíble!,That's amazing!
¡Increíble!,That's amazing!
Esa es una gallina.,That's chicken.
Eso es correcto.,That's correct.
Es correcto.,That's correct.
Eso es cianuro.,That's cyanide.
Es evidente.,That's evident.
Está claro.,That's evident.
Es obvio.,That's evident.
Es para ti.,That's for you.
Eso es de ayuda.,That's helpful.
Eso es una tontería.,That's hogwash.
Eso es una idiotez.,That's hogwash.
Eso es ilegal.,That's illegal.
Eso es inmoral.,That's immoral.
Esa es mi cerveza.,That's my beer.
Ese es mi libro.,That's my book.
Es mi bebé.,That's my doll.
Esa es mi idea.,That's my idea.
¡Esa es mi frase!,That's my line!
Ella es mi esposa.,That's my wife.
Ese no es Tom.,That's not Tom.
Eso es obsceno.,That's obscene.
Eso salta a la vista.,That's obvious.
Es obvio.,That's obvious.
Eso es perfecto.,That's perfect.
Eso es plástico.,That's plastic.
Eso es privado.,That's private.
Eso es grave.,That's serious.
Eso es tan patético.,That's so lame.
Eso es extraño.,That's strange.
Es un suicidio.,That's suicide.
Esa es la llave.,That's the key.
Es ese.,That's the one.
Eso es una lástima.,That's too bad.
Qué malo.,That's too bad.
El bebé lloró.,The baby cried.
Los pájaros cantaban.,The birds sang.
El perro ladraba.,The dog barked.
El perro es suyo.,The dog is his.
La bandera está alzada.,The flag is up.
El hielo se derritió.,The ice melted.
El techo gotea.,The roof leaks.
La sirena sonó.,The siren blew.
Los gemelos cantaron.,The twins sang.
Las miradas se cruzaron.,Their eyes met.
Sus labios se encontraron.,Their lips met.
Éstos están buenos.,These are good.
Éstos son buenos.,These are good.
Éstos son míos.,These are mine.
Éstos son los míos.,These are mine.
Éstas son las mías.,These are mine.
Estas son nuestras.,These are ours.
Estas son auténticas.,These are real.
Estas son verdaderas.,These are real.
Estos son auténticos.,These are real.
Éstos son reales.,These are real.
Ellos aplaudieron.,They applauded.
Ellos se van.,They are going.
Ellos están felices.,They are happy.
Le preguntaron.,They asked him.
Ambos murieron.,They both died.
Volvieron.,They came back.
Regresaron.,They came back.
Encontraron a Tom.,They found Tom.
Ellos lo descubrieron.,They found out.
Tuvieron un niño.,They had a boy.
Ellos odiaban a Tom.,They hated Tom.
Ellas odiaban a Tom.,They hated Tom.
Odiaban a Tom.,They hated Tom.
Han venido.,They have come.
Ellas han venido.,They have come.
Ellos han venido.,They have come.
Tienen vino.,They have wine.
Ellos me ayudaron.,They helped me.
Saben eso.,They know that.
Lo saben.,They know that.
Me dejaron ir.,They let me go.
Parecen estar bien.,They look good.
Se ven bien.,They look good.
Les encanta eso.,They love that.
Adoran eso.,They love that.
Ellos amaban a Tom.,They loved Tom.
Les encantaste.,They loved you.
Les encantabas.,They loved you.
Te querían.,They loved you.
Te quisieron.,They loved you.
Ellos son bienintencionados.,They mean well.
Ellos necesitan ayuda.,They need help.
Ellos discutieron.,They quarreled.
Ellos lo arruinaron.,They ruined it.
Dijeron eso.,They said that.
Ellos dijeron eso.,They said that.
Parecen estar bien.,They seem fine.
Ellos huelen mal.,They smell bad.
Lo pasaron mal.,They struggled.
Se esforzaron.,They struggled.
Ellos confían en Tom.,They trust Tom.
Quieren más.,They want more.
Quieren esto.,They want this.
Ellos quieren esto.,They want this.
Ellos estaban ocupados.,They were busy.
Estaban muertos.,They were dead.
Estaban enfermos.,They were sick.
Estaban enfermas.,They were sick.
Ellos estaban enfermos.,They were sick.
Ellas estaban enfermas.,They were sick.
Vendrán.,They will come.
Ellos ayudarán.,They will help.
Ellas ayudarán.,They will help.
Trabajan mucho.,They work hard.
Atacarán.,They'll attack.
Ellos atacarán.,They'll attack.
Se van a morir de hambre.,They'll starve.
Están rotos.,They're broken.
Están estropeados.,They're broken.
Vienen.,They're coming.
Ellos son familia.,They're family.
Ellas son familia.,They're family.
Son familia.,They're family.
Ellos están escondidos.,They're hiding.
Ellos están vacíos.,They're hollow.
Son idiotas.,They're idiots.
Están fatal.,They're insane.
Están muy mal.,They're insane.
Se les va la olla.,They're insane.
Tienen un buen cacao mental.,They're insane.
Están mal de la azotea.,They're insane.
Se les va la pinza.,They're insane.
Están idos de la cabeza.,They're insane.
Están como cabras.,They're insane.
Están como una cabra.,They're insane.
Están molidos de la cabeza.,They're insane.
Tienen una taradura importante.,They're insane.
Están dentro.,They're inside.
Están de broma.,They're joking.
Lo están intentando.,They're trying.
Las cosas cambiaron.,Things changed.
Piénsatelo.,Think about it.
Piénsalo.,Think about it.
Piensa al respecto.,Think about it.
Piénselo.,Think about it.
Este perro muerde.,This dog bites.
Esta perra muerde.,This dog bites.
Esto es un libro.,This is a book.
Esto es una mesa.,This is a desk.
Esto es un hecho.,This is a fact.
Esto es un harpa.,This is a harp.
Esta es una broma.,This is a joke.
Este es un león.,This is a lion.
¡Esto es un embrollo!,This is a mess.
Esto es una norma.,This is a rule.
Esto es una estafa.,This is a scam.
Esto es una trampa.,This is a trap.
Esto es mejor.,This is better.
Esto está mejor.,This is better.
Esto es aburrido.,This is boring.
Es aburrido.,This is boring.
Esto está roto.,This is broken.
Esto está quebrado.,This is broken.
Esto está descompuesto.,This is broken.
Esto está estropeado.,This is broken.
Esto es espeluznante.,This is creepy.
Esto es una locura.,This is insane.
Esto es de locos.,This is insane.
Esta es mi bolsa.,This is my bag.
Éste es mi coche.,This is my car.
Éste es mi auto.,This is my car.
Ése es mi gato.,This is my cat.
Este es mi gato.,This is my cat.
Ésta es mi gata.,This is my cat.
Éste es mi perro.,This is my dog.
Ese es mi perro.,This is my dog.
Este es mi trabajo.,This is my job.
Él es mi hijo.,This is my son.
